,Schl,Opp,PTS,OPP,Year,Date,neutral
3743,St. Mary's (MD),Benedictine (IL),87,75,2007,12/18/2007,True
3744,Pacific Union,Occidental,40,77,2007,12/18/2007,True
3745,Pacific Union,Occidental,40,77,2007,12/18/2007,True
3746,Roanoke,Hope,62,75,2007,12/18/2007,True
3747,Roanoke,Hope,62,75,2007,12/18/2007,True
3748,Trine,Elmhurst,65,75,2007,12/18/2007,True
3749,Trine,Elmhurst,65,75,2007,12/18/2007,True
3750,Defiance,Wisconsin-Oshkosh,53,46,2007,12/18/2007,True
3751,Defiance,Wisconsin-Oshkosh,53,46,2007,12/18/2007,True
3752,William Jessup,UC Santa Cruz,77,68,2007,12/18/2007,True
3753,William Jessup,UC Santa Cruz,77,68,2007,12/18/2007,True
3754,Hood,Susquehanna,75,70,2007,12/18/2007,True
3755,Hood,Susquehanna,75,70,2007,12/18/2007,True
3756,Centre (KY),Thomas More,71,56,2007,12/18/2007,True
3757,Centre (KY),Thomas More,71,56,2007,12/18/2007,True
3758,DePauw,Kenyon,77,66,2007,12/19/2007,False
3759,DePauw,Kenyon,77,66,2007,12/19/2007,False
3760,DePauw,Kenyon,77,66,2007,12/19/2007,False
3761,Hood,Lebanon Valley,62,57,2007,12/19/2007,True
3762,Hood,Lebanon Valley,62,57,2007,12/19/2007,True
3763,Mount Union,John Carroll,84,93,2007,12/19/2007,False
3764,Mount Union,John Carroll,84,93,2007,12/19/2007,False
3765,College of New Jersey,Buena Vista,77,84,2007,12/19/2007,True
3766,College of New Jersey,Buena Vista,77,84,2007,12/19/2007,True
3767,Aurora,Clarke,77,61,2007,12/19/2007,False
3768,Aurora,Clarke,77,61,2007,12/19/2007,False
3769,Wittenberg,Otterbein,87,73,2007,12/19/2007,True
3770,Wittenberg,Otterbein,87,73,2007,12/19/2007,True
3771,Mississippi College,McMurry,85,74,2007,12/19/2007,True
3772,Mississippi College,McMurry,85,74,2007,12/19/2007,True
3773,Regis (CO),Coe,67,79,2007,12/19/2007,False
3774,Regis (CO),Coe,67,79,2007,12/19/2007,False
3775,King's (PA),Susquehanna,91,74,2007,12/19/2007,False
3776,King's (PA),Susquehanna,91,74,2007,12/19/2007,False
3777,Muhlenberg,DeSales,50,60,2007,12/19/2007,True
3778,Muhlenberg,DeSales,50,60,2007,12/19/2007,True
3779,Cal Tech,North Central,62,100,2007,12/19/2007,False
3780,Cal Tech,North Central,62,100,2007,12/19/2007,False
3781,Winston-Salem,Ferrum,61,55,2007,12/19/2007,False
3782,Winston-Salem,Ferrum,61,55,2007,12/19/2007,False
3783,Rose-Hulman,Blackburn,102,52,2007,12/19/2007,False
3784,Rose-Hulman,Blackburn,102,52,2007,12/19/2007,False
3785,Chapman,Pacific Union,69,50,2007,12/19/2007,False
3786,Chapman,Pacific Union,69,50,2007,12/19/2007,False
3787,George Fox,Saint Martin's,69,72,2007,12/19/2007,False
3788,George Fox,Saint Martin's,69,72,2007,12/19/2007,False
3789,ULM,Louisiana College,86,51,2007,12/19/2007,True
3790,ULM,Louisiana College,86,51,2007,12/19/2007,True
3791,Immaculata,Ursinus,87,77,2007,12/19/2007,False
3792,Immaculata,Ursinus,87,77,2007,12/19/2007,False
3793,Walsh,Westminster (MO),83,52,2007,12/19/2007,True
3794,Walsh,Westminster (MO),83,52,2007,12/19/2007,True
3795,Montana Tech,Eastern,88,90,2007,12/19/2007,True
3796,Montana Tech,Eastern,88,90,2007,12/19/2007,True
3797,Newport News-Apprentice,Goucher,60,59,2007,12/19/2007,True
3798,Newport News-Apprentice,Goucher,60,59,2007,12/19/2007,True
3799,Wooster,Benedictine (IL),91,62,2007,12/19/2007,True
3800,Wooster,Benedictine (IL),91,62,2007,12/19/2007,True
3801,SUNY-Plattsburgh,Occidental,64,69,2007,12/19/2007,True
3802,SUNY-Plattsburgh,Occidental,64,69,2007,12/19/2007,True
3803,Defiance,Roanoke,68,69,2007,12/19/2007,True
3804,Defiance,Roanoke,68,69,2007,12/19/2007,True
3805,Hope,Elmhurst,71,74,2007,12/19/2007,True
3806,Hope,Elmhurst,71,74,2007,12/19/2007,True
3807,Trine,Wisconsin-Oshkosh,72,81,2007,12/19/2007,True
3808,Trine,Wisconsin-Oshkosh,72,81,2007,12/19/2007,True
3809,Gallaudet,Cal Lutheran,69,81,2007,12/19/2007,True
3810,Gallaudet,Cal Lutheran,69,81,2007,12/19/2007,True
3811,Kean,Wilkes,67,52,2007,12/19/2007,False
3812,Kean,Wilkes,67,52,2007,12/19/2007,False
3813,Cal Poly Humboldt,Willamette,95,71,2007,12/20/2007,False
3814,Cal Poly Humboldt,Willamette,95,71,2007,12/20/2007,False
3815,Cal Poly Humboldt,Willamette,95,71,2007,12/20/2007,False
3816,Wooster,St. Mary's (MD),85,70,2007,12/20/2007,True
3817,Wooster,St. Mary's (MD),85,70,2007,12/20/2007,True
3818,Anderson (IN),Millikin,104,110,2007,12/20/2007,True
3819,Anderson (IN),Millikin,104,110,2007,12/20/2007,True
3820,Transylvania,Centre (KY),56,66,2007,12/20/2007,True
3821,Transylvania,Centre (KY),56,66,2007,12/20/2007,True
3822,Mary Washington,Manchester,56,53,2007,12/20/2007,False
3823,Mary Washington,Manchester,56,53,2007,12/20/2007,False
3824,Dallas,Austin College,56,50,2007,12/20/2007,True
3825,Dallas,Austin College,56,50,2007,12/20/2007,True
3826,Robert Morris (IL),Monmouth (IL),91,53,2007,12/20/2007,False
3827,Robert Morris (IL),Monmouth (IL),91,53,2007,12/20/2007,False
3828,Cornell (IA),Lakeland,62,65,2007,12/20/2007,False
3829,Cornell (IA),Lakeland,62,65,2007,12/20/2007,False
3830,Robert Morris-S'fiel,Blackburn,93,59,2007,12/20/2007,False
3831,Robert Morris-S'fiel,Blackburn,93,59,2007,12/20/2007,False
3832,Muskingum,Washington & Jefferson,72,55,2007,12/20/2007,True
3833,Muskingum,Washington & Jefferson,72,55,2007,12/20/2007,True
3834,Carnegie Mellon,Chris. Newport,83,63,2007,12/20/2007,False
3835,Carnegie Mellon,Chris. Newport,83,63,2007,12/20/2007,False
3836,Whitworth,UC Santa Cruz,85,33,2007,12/20/2007,True
3837,Whitworth,UC Santa Cruz,85,33,2007,12/20/2007,True
3838,Fresno Pacific,Westminster (MO),66,46,2007,12/20/2007,True
3839,Fresno Pacific,Westminster (MO),66,46,2007,12/20/2007,True
3840,Walsh,Eastern,98,89,2007,12/20/2007,True
3841,Walsh,Eastern,98,89,2007,12/20/2007,True
3842,Goucher,Wentworth,50,86,2007,12/20/2007,True
3843,Goucher,Wentworth,50,86,2007,12/20/2007,True
3844,Milwaukee Engineering,Maryville (MO),76,74,2007,12/20/2007,True
3845,Milwaukee Engineering,Maryville (MO),76,74,2007,12/20/2007,True
3846,Colorado College,Coe,71,78,2007,12/21/2007,True
3847,Colorado College,Coe,71,78,2007,12/21/2007,True
3848,Colorado College,Coe,71,78,2007,12/21/2007,True
3849,Rowan,Immaculata,85,79,2007,12/21/2007,False
3850,Rowan,Immaculata,85,79,2007,12/21/2007,False
3851,Wisconsin-La Crosse,Loras,67,73,2007,12/21/2007,False
3852,Wisconsin-La Crosse,Loras,67,73,2007,12/21/2007,False
3853,Wm Paterson,Lehman,67,49,2007,12/21/2007,False
3854,Wm Paterson,Lehman,67,49,2007,12/21/2007,False
3855,College of New Jersey,Wesley,57,58,2007,12/21/2007,True
3856,College of New Jersey,Wesley,57,58,2007,12/21/2007,True
3857,Northwood FL,Manhattanville,77,87,2007,12/22/2007,False
3858,Northwood FL,Manhattanville,77,87,2007,12/22/2007,False
3859,Northwood FL,Manhattanville,77,87,2007,12/22/2007,False
3860,ULM,Texas-Tyler,95,51,2007,12/22/2007,True
3861,ULM,Texas-Tyler,95,51,2007,12/22/2007,True
3862,Augustana (IL),Wisconsin-Stevens Point,63,73,2007,12/22/2007,False
3863,Augustana (IL),Wisconsin-Stevens Point,63,73,2007,12/22/2007,False
3864,Lehman,Saint Joseph's Long Island,81,73,2007,12/22/2007,False
3865,Lehman,Saint Joseph's Long Island,81,73,2007,12/22/2007,False
3866,Otterbein,Mount Union,89,82,2007,12/22/2007,True
3867,Otterbein,Mount Union,89,82,2007,12/22/2007,True
3868,Lewis & Clark,UC Santa Cruz,113,65,2007,12/22/2007,True
3869,Lewis & Clark,UC Santa Cruz,113,65,2007,12/22/2007,True
3870,Kenyon,Washington & Jefferson,69,58,2007,12/22/2007,False
3871,Kenyon,Washington & Jefferson,69,58,2007,12/22/2007,False
3872,Medgar Evers,Yeshiva,47,58,2007,12/22/2007,True
3873,Medgar Evers,Yeshiva,47,58,2007,12/22/2007,True
3874,Willamette,Chicago State,66,80,2007,12/22/2007,True
3875,Willamette,Chicago State,66,80,2007,12/22/2007,True
3876,Hope International,Fontbonne,59,66,2007,12/26/2007,False
3877,Hope International,Fontbonne,59,66,2007,12/26/2007,False
3878,Hope International,Fontbonne,59,66,2007,12/26/2007,False
3879,Yeshiva,Old Westbury,58,57,2007,12/27/2007,True
3880,Yeshiva,Old Westbury,58,57,2007,12/27/2007,True
3881,Yeshiva,Old Westbury,58,57,2007,12/27/2007,True
3882,Cal Tech,Fontbonne,47,65,2007,12/27/2007,False
3883,Cal Tech,Fontbonne,47,65,2007,12/27/2007,False
3884,Ramapo,Clark (MA),95,104,2007,12/27/2007,True
3885,Ramapo,Clark (MA),95,104,2007,12/27/2007,True
3886,Linfield,Kean,97,66,2007,12/27/2007,True
3887,Linfield,Kean,97,66,2007,12/27/2007,True
3888,Pacific Lutheran,Wartburg,62,70,2007,12/27/2007,True
3889,Pacific Lutheran,Wartburg,62,70,2007,12/27/2007,True
3890,Centre (KY),Adrian,79,62,2007,12/28/2007,False
3891,Centre (KY),Adrian,79,62,2007,12/28/2007,False
3892,Centre (KY),Adrian,79,62,2007,12/28/2007,False
3893,Wm Paterson,Messiah,60,64,2007,12/28/2007,True
3894,Wm Paterson,Messiah,60,64,2007,12/28/2007,True
3895,Otterbein,Albion,70,76,2007,12/28/2007,True
3896,Otterbein,Albion,70,76,2007,12/28/2007,True
3897,Wittenberg,Olivet,71,58,2007,12/28/2007,True
3898,Wittenberg,Olivet,71,58,2007,12/28/2007,True
3899,Wooster,Wesley,94,61,2007,12/28/2007,False
3900,Wooster,Wesley,94,61,2007,12/28/2007,False
3901,Howard Payne,Texas-Permian Basin,77,87,2007,12/28/2007,True
3902,Howard Payne,Texas-Permian Basin,77,87,2007,12/28/2007,True
3903,Mary Hardin-Baylor,Worcester State,83,68,2007,12/28/2007,True
3904,Mary Hardin-Baylor,Worcester State,83,68,2007,12/28/2007,True
3905,Alma,Finlandia,73,86,2007,12/28/2007,True
3906,Alma,Finlandia,73,86,2007,12/28/2007,True
3907,Hope,Grace Christian (MI),97,48,2007,12/28/2007,True
3908,Hope,Grace Christian (MI),97,48,2007,12/28/2007,True
3909,Johnson_FL,Geneva,66,103,2007,12/28/2007,False
3910,Johnson_FL,Geneva,66,103,2007,12/28/2007,False
3911,Embry?Riddle (FL),Hobart and William Smith,82,71,2007,12/28/2007,False
3912,Embry?Riddle (FL),Hobart and William Smith,82,71,2007,12/28/2007,False
3913,Bluffton,Millikin,85,76,2007,12/28/2007,True
3914,Bluffton,Millikin,85,76,2007,12/28/2007,True
3915,Franklin,Earlham,70,58,2007,12/28/2007,True
3916,Franklin,Earlham,70,58,2007,12/28/2007,True
3917,Stevenson,Lewis & Clark,59,111,2007,12/28/2007,False
3918,Stevenson,Lewis & Clark,59,111,2007,12/28/2007,False
3919,York (PA),Nazareth,79,99,2007,12/28/2007,True
3920,York (PA),Nazareth,79,99,2007,12/28/2007,True
3921,Wisconsin Eau Claire,Marian WI,79,78,2007,12/28/2007,False
3922,Wisconsin Eau Claire,Marian WI,79,78,2007,12/28/2007,False
3923,UTSA,McMurry,77,56,2007,12/28/2007,False
3924,UTSA,McMurry,77,56,2007,12/28/2007,False
3925,Cal State East Bay,North Park,72,73,2007,12/28/2007,False
3926,Cal State East Bay,North Park,72,73,2007,12/28/2007,False
3927,Westmont,Baruch College,57,55,2007,12/28/2007,True
3928,Westmont,Baruch College,57,55,2007,12/28/2007,True
3929,Aquinas,Hiram,92,64,2007,12/28/2007,True
3930,Aquinas,Hiram,92,64,2007,12/28/2007,True
3931,Hendrix,Penn State-Behrend,40,71,2007,12/28/2007,True
3932,Hendrix,Penn State-Behrend,40,71,2007,12/28/2007,True
3933,Ursinus,Rensselaer,78,60,2007,12/28/2007,True
3934,Ursinus,Rensselaer,78,60,2007,12/28/2007,True
3935,St. Lawrence,Ripon,79,94,2007,12/28/2007,True
3936,St. Lawrence,Ripon,79,94,2007,12/28/2007,True
3937,Ithaca,Colby,101,91,2007,12/28/2007,True
3938,Ithaca,Colby,101,91,2007,12/28/2007,True
3939,McDaniel,Middlebury,54,63,2007,12/28/2007,True
3940,McDaniel,Middlebury,54,63,2007,12/28/2007,True
3941,Simpson (CA),Beloit,74,59,2007,12/28/2007,True
3942,Simpson (CA),Beloit,74,59,2007,12/28/2007,True
3943,Presentation,Wisconsin Lutheran,68,86,2007,12/28/2007,True
3944,Presentation,Wisconsin Lutheran,68,86,2007,12/28/2007,True
3945,Baldwin-Wallace,Aurora,71,78,2007,12/28/2007,True
3946,Baldwin-Wallace,Aurora,71,78,2007,12/28/2007,True
3947,Dominican (IL),UC Santa Cruz,75,63,2007,12/28/2007,True
3948,Dominican (IL),UC Santa Cruz,75,63,2007,12/28/2007,True
3949,Southern Methodist,Occidental,46,69,2007,12/28/2007,True
3950,Southern Methodist,Occidental,46,69,2007,12/28/2007,True
3951,Keene State,Calvin,73,67,2007,12/28/2007,True
3952,Keene State,Calvin,73,67,2007,12/28/2007,True
3953,Wheaton (MA),Kean,83,71,2007,12/28/2007,True
3954,Wheaton (MA),Kean,83,71,2007,12/28/2007,True
3955,Pacific Lutheran,Ramapo,115,108,2007,12/28/2007,True
3956,Pacific Lutheran,Ramapo,115,108,2007,12/28/2007,True
3957,Wartburg,Clark (MA),61,67,2007,12/28/2007,True
3958,Wartburg,Clark (MA),61,67,2007,12/28/2007,True
3959,Linfield,Carroll WI,81,84,2007,12/28/2007,True
3960,Linfield,Carroll WI,81,84,2007,12/28/2007,True
3961,York (NY),Nichols,73,65,2007,12/28/2007,True
3962,York (NY),Nichols,73,65,2007,12/28/2007,True
3963,George Fox,Heidelberg,60,57,2007,12/28/2007,True
3964,George Fox,Heidelberg,60,57,2007,12/28/2007,True
3965,Edgewood,Puget Sound,80,93,2007,12/28/2007,True
3966,Edgewood,Puget Sound,80,93,2007,12/28/2007,True
3967,Marian (IN),Wisconsin-La Crosse,81,83,2007,12/28/2007,True
3968,Marian (IN),Wisconsin-La Crosse,81,83,2007,12/28/2007,True
3969,Hanover,Ohio Wesleyan,66,70,2007,12/28/2007,True
3970,Hanover,Ohio Wesleyan,66,70,2007,12/28/2007,True
3971,Notre Dame (OH),Mount Union,76,53,2007,12/28/2007,True
3972,Notre Dame (OH),Mount Union,76,53,2007,12/28/2007,True
3973,Montclair State,Salem State,84,94,2007,12/28/2007,True
3974,Montclair State,Salem State,84,94,2007,12/28/2007,True
3975,John Jay,Drew,53,64,2007,12/29/2007,True
3976,John Jay,Drew,53,64,2007,12/29/2007,True
3977,John Jay,Drew,53,64,2007,12/29/2007,True
3978,Linfield,Wartburg,66,84,2007,12/29/2007,True
3979,Linfield,Wartburg,66,84,2007,12/29/2007,True
3980,Ramapo,Kean,77,66,2007,12/29/2007,True
3981,Ramapo,Kean,77,66,2007,12/29/2007,True
3982,Pacific Lutheran,Wheaton (MA),71,86,2007,12/29/2007,True
3983,Pacific Lutheran,Wheaton (MA),71,86,2007,12/29/2007,True
3984,Clark (MA),Carroll WI,82,85,2007,12/29/2007,True
3985,Clark (MA),Carroll WI,82,85,2007,12/29/2007,True
3986,Lewis & Clark,Westminster (PA),72,54,2007,12/29/2007,True
3987,Lewis & Clark,Westminster (PA),72,54,2007,12/29/2007,True
3988,Cazenovia,Alfred,72,78,2007,12/29/2007,True
3989,Cazenovia,Alfred,72,78,2007,12/29/2007,True
3990,Southwestern (TX),Ohio Northern,44,62,2007,12/29/2007,True
3991,Southwestern (TX),Ohio Northern,44,62,2007,12/29/2007,True
3992,Nichols,Heidelberg,60,74,2007,12/29/2007,True
3993,Nichols,Heidelberg,60,74,2007,12/29/2007,True
3994,York (NY),George Fox,63,57,2007,12/29/2007,True
3995,York (NY),George Fox,63,57,2007,12/29/2007,True
3996,Edgewood,Baruch College,62,61,2007,12/29/2007,True
3997,Edgewood,Baruch College,62,61,2007,12/29/2007,True
3998,Marian (IN),Olivet,58,65,2007,12/29/2007,True
3999,Marian (IN),Olivet,58,65,2007,12/29/2007,True
4000,Whitworth,Stockton,60,50,2007,12/29/2007,True
4001,Whitworth,Stockton,60,50,2007,12/29/2007,True
4002,Mt. St. Joseph,Colby-Sawyer,68,59,2007,12/29/2007,True
4003,Mt. St. Joseph,Colby-Sawyer,68,59,2007,12/29/2007,True
4004,DePauw,Case Western Reserve,74,73,2007,12/29/2007,True
4005,DePauw,Case Western Reserve,74,73,2007,12/29/2007,True
4006,Bethany Lutheran,Gettysburg,66,74,2007,12/29/2007,True
4007,Bethany Lutheran,Gettysburg,66,74,2007,12/29/2007,True
4008,Ohio Wesleyan,Albion,67,59,2007,12/29/2007,True
4009,Ohio Wesleyan,Albion,67,59,2007,12/29/2007,True
4010,Wesley,Mount Union,66,77,2007,12/29/2007,True
4011,Wesley,Mount Union,66,77,2007,12/29/2007,True
4012,Nazareth,Messiah,69,66,2007,12/29/2007,True
4013,Nazareth,Messiah,69,66,2007,12/29/2007,True
4014,Redlands,Nebraska Wesleyan,64,76,2007,12/29/2007,True
4015,Redlands,Nebraska Wesleyan,64,76,2007,12/29/2007,True
4016,UT Arlington,Hardin-Simmons,74,54,2007,12/29/2007,True
4017,UT Arlington,Hardin-Simmons,74,54,2007,12/29/2007,True
4018,Buena Vista,Wis.-Stout,97,79,2007,12/29/2007,True
4019,Buena Vista,Wis.-Stout,97,79,2007,12/29/2007,True
4020,Central IA,William Woods,90,77,2007,12/29/2007,True
4021,Central IA,William Woods,90,77,2007,12/29/2007,True
4022,Birmingham-Southern,Huntingdon,71,67,2007,12/29/2007,True
4023,Birmingham-Southern,Huntingdon,71,67,2007,12/29/2007,True
4024,Centre (KY),Berea,79,71,2007,12/29/2007,True
4025,Centre (KY),Berea,79,71,2007,12/29/2007,True
4026,Oglethorpe,Mount Saint Vincent,97,65,2007,12/29/2007,True
4027,Oglethorpe,Mount Saint Vincent,97,65,2007,12/29/2007,True
4028,Trinity (TX),Wabash,72,66,2007,12/29/2007,True
4029,Trinity (TX),Wabash,72,66,2007,12/29/2007,True
4030,Staten Island,Bridgewater MA,83,87,2007,12/29/2007,False
4031,Staten Island,Bridgewater MA,83,87,2007,12/29/2007,False
4032,SUNY-Maritime,Brooklyn,70,68,2007,12/29/2007,True
4033,SUNY-Maritime,Brooklyn,70,68,2007,12/29/2007,True
4034,Montclair State,Calvin,72,69,2007,12/29/2007,True
4035,Montclair State,Calvin,72,69,2007,12/29/2007,True
4036,Marietta,Waynesburg,98,85,2007,12/29/2007,False
4037,Marietta,Waynesburg,98,85,2007,12/29/2007,False
4038,Otterbein,Hanover,94,88,2007,12/29/2007,False
4039,Otterbein,Hanover,94,88,2007,12/29/2007,False
4040,Hampden-Sydney,Old Westbury,80,70,2007,12/29/2007,True
4041,Hampden-Sydney,Old Westbury,80,70,2007,12/29/2007,True
4042,Randolph-Macon,Immaculata,91,59,2007,12/29/2007,True
4043,Randolph-Macon,Immaculata,91,59,2007,12/29/2007,True
4044,Wittenberg,Wisconsin-La Crosse,54,50,2007,12/29/2007,True
4045,Wittenberg,Wisconsin-La Crosse,54,50,2007,12/29/2007,True
4046,Wooster,Notre Dame (OH),87,71,2007,12/29/2007,False
4047,Wooster,Notre Dame (OH),87,71,2007,12/29/2007,False
4048,Concordia (TX),Hastings,102,97,2007,12/29/2007,True
4049,Concordia (TX),Hastings,102,97,2007,12/29/2007,True
4050,Mary Hardin-Baylor,Penn State-Behrend,71,65,2007,12/29/2007,True
4051,Mary Hardin-Baylor,Penn State-Behrend,71,65,2007,12/29/2007,True
4052,Texas-Dallas,Luther,80,35,2007,12/29/2007,False
4053,Texas-Dallas,Luther,80,35,2007,12/29/2007,False
4054,Maryville (TN),Averett,70,74,2007,12/29/2007,True
4055,Maryville (TN),Averett,70,74,2007,12/29/2007,True
4056,Piedmont,Methodist,98,102,2007,12/29/2007,True
4057,Piedmont,Methodist,98,102,2007,12/29/2007,True
4058,Alma,Purdue Northwest,47,58,2007,12/29/2007,False
4059,Alma,Purdue Northwest,47,58,2007,12/29/2007,False
4060,Hope,Mt_Vernon_Naz,96,77,2007,12/29/2007,True
4061,Hope,Mt_Vernon_Naz,96,77,2007,12/29/2007,True
4062,Loyola (IL),Saint Mary's (MN),89,45,2007,12/29/2007,False
4063,Loyola (IL),Saint Mary's (MN),89,45,2007,12/29/2007,False
4064,Fort Lewis,Colorado College,101,48,2007,12/29/2007,True
4065,Fort Lewis,Colorado College,101,48,2007,12/29/2007,True
4066,Webber,Geneva,81,70,2007,12/29/2007,False
4067,Webber,Geneva,81,70,2007,12/29/2007,False
4068,Wheeling Jesuit,Wilmington (OH),73,64,2007,12/29/2007,True
4069,Wheeling Jesuit,Wilmington (OH),73,64,2007,12/29/2007,True
4070,Embry?Riddle (FL),St. Lawrence,77,74,2007,12/29/2007,True
4071,Embry?Riddle (FL),St. Lawrence,77,74,2007,12/29/2007,True
4072,Northwestern MN,Macalester,82,83,2007,12/29/2007,True
4073,Northwestern MN,Macalester,82,83,2007,12/29/2007,True
4074,Columbia,SUNY-Polytechnic,109,63,2007,12/29/2007,True
4075,Columbia,SUNY-Polytechnic,109,63,2007,12/29/2007,True
4076,Cal Lutheran,Concordia (WI),61,50,2007,12/29/2007,False
4077,Cal Lutheran,Concordia (WI),61,50,2007,12/29/2007,False
4078,Occidental,Illinois Wesleyan,88,67,2007,12/29/2007,True
4079,Occidental,Illinois Wesleyan,88,67,2007,12/29/2007,True
4080,La Verne,Wheaton (IL),45,60,2007,12/29/2007,False
4081,La Verne,Wheaton (IL),45,60,2007,12/29/2007,False
4082,St. John Fisher,WPI,74,71,2007,12/29/2007,True
4083,St. John Fisher,WPI,74,71,2007,12/29/2007,True
4084,Bluffton,Ohio Dominican,69,67,2007,12/29/2007,True
4085,Bluffton,Ohio Dominican,69,67,2007,12/29/2007,True
4086,Defiance,Thiel,69,49,2007,12/29/2007,True
4087,Defiance,Thiel,69,49,2007,12/29/2007,True
4088,Franklin,Aurora,74,63,2007,12/29/2007,True
4089,Franklin,Aurora,74,63,2007,12/29/2007,True
4090,California (PA),Lake Erie,59,46,2007,12/29/2007,True
4091,California (PA),Lake Erie,59,46,2007,12/29/2007,True
4092,York (PA),Wm Paterson,70,61,2007,12/29/2007,False
4093,York (PA),Wm Paterson,70,61,2007,12/29/2007,False
4094,Marywood,Rutgers-Camden,78,65,2007,12/29/2007,False
4095,Marywood,Rutgers-Camden,78,65,2007,12/29/2007,False
4096,New York University,Denison,72,51,2007,12/29/2007,True
4097,New York University,Denison,72,51,2007,12/29/2007,True
4098,Wisconsin Eau Claire,Jamestown,76,85,2007,12/29/2007,True
4099,Wisconsin Eau Claire,Jamestown,76,85,2007,12/29/2007,True
4100,Point Loma Nazarene,Wisconsin-Platteville,80,78,2007,12/29/2007,True
4101,Point Loma Nazarene,Wisconsin-Platteville,80,78,2007,12/29/2007,True
4102,Wisconsin-Superior,Northland,77,64,2007,12/29/2007,True
4103,Wisconsin-Superior,Northland,77,64,2007,12/29/2007,True
4104,St. Norbert,Rockford,84,35,2007,12/29/2007,False
4105,St. Norbert,Rockford,84,35,2007,12/29/2007,False
4106,Florida Memorial,Amherst,86,79,2007,12/29/2007,True
4107,Florida Memorial,Amherst,86,79,2007,12/29/2007,True
4108,Cal State East Bay,Dominican (IL),73,61,2007,12/29/2007,False
4109,Cal State East Bay,Dominican (IL),73,61,2007,12/29/2007,False
4110,Lehman,Williams,70,73,2007,12/29/2007,True
4111,Lehman,Williams,70,73,2007,12/29/2007,True
4112,Westmont,Puget Sound,78,75,2007,12/29/2007,False
4113,Westmont,Puget Sound,78,75,2007,12/29/2007,False
4114,Saint Vincent (PA),Ohio-Eastern,92,62,2007,12/29/2007,False
4115,Saint Vincent (PA),Ohio-Eastern,92,62,2007,12/29/2007,False
4116,Davenport,Finlandia,70,71,2007,12/29/2007,True
4117,Davenport,Finlandia,70,71,2007,12/29/2007,True
4118,Rio Grande,Hiram,108,101,2007,12/29/2007,True
4119,Rio Grande,Hiram,108,101,2007,12/29/2007,True
4120,Elms,Hamilton,64,54,2007,12/29/2007,True
4121,Elms,Hamilton,64,54,2007,12/29/2007,True
